Runtimes
2395
2177
2831
2800
2369
1469
1016
1136
2293
1893
1019
1038
741
1967
2121
1891
2043
2577
2545
2400
2753
2067
1269
1091
2219
1004
1018
965
882
1518
2269
2373
2490
2359
2672
1040
1131
904
1168
1458
2290
2303
1304
1059
1760
1086
1062
993
1008
962
2486
1367
1504
1094
1147
989
2237
1153
1194
2130
1307
1017
1174
986
915
1024
2024
2180
2141
1132
1846
1772
2794
1676
1138
1540
1090
893
824
1021
1262
1528
1080
2324
1927
2708
1359
1241
1919
1351
1088
1315
1137
2419
1078
710
745
550
498
597
2232
1931
1779
578
2269
2524
819
1366
911
1068
1086
1187
1300
986
1329
882
893
555
462
842
435
2719
3041
1303
1511
1133
1071
541
2018
1594
1902
752
580
598
486
537
1236
770
3235
2245
2539
2479
2824
2268
2540
2766
2247
975
983
1222
898
1004
1034
1004
2407
5680
1238
1170
1152
604
547
1343
836
739
416
457
2566
511
1423
1742
1954
1812
2486
1796
1171
1202
1066
703
746
887
688
763
1036
1109
1593
1202
1164
2565
2356
717
998
598
391
1106
814
2345
1956
779
2760
983
639
743
1207
1499
2402
1634
1311
796
1239
699
1243
454
970
1060
718
383
542
403
443
795
611
2528
846
2894
2487
1442
686
678
1062
1019
1453
2536
1801
2519
2086
2038
1311
2396
2954
2549
2535
1392
2344
2345
2411
2235
2201
713
2701
1025
1104
1015
895
735
2778
2602
1412
1079
2522
1961
2122
1943
1222
1385
1209
1006
1081
967
1034
944
2623
2775
1038
766
1430
938
470
859
1583
741
755
852
441
329
865
998
1016
6881
1366
1306
1174
1088
1219
1152
979
902
1240
1077
983
1015
955
971
974
2702
2241
1509
1342
1017
656
921
937
731
545
1077
981
945
769
980
533
1111
2367
1019
2211
1372
982
948
792
1410
1242
644
2830
2001
1389
704
2324
800
1067
1308
608
611
768
2678
1269
2357
1067
1241
1422
1519
985
1036
560
2798
1162
1388
1434
921
650
1160
1113
555
1095
730
2450
1774
1439
1069
734
535
789
564
382
904
1115
817
819
793
768
838
802
2353
2122
1280
1190
965
586
876
841
1611
1051
547
389
397
717
873
1423
873
2405
2068
1366
1105
1265
833
721
938
933
793
3048
2558
1289
1324
1161
1191
2503
2432
1217
1249
1646
506
677
1005
661
450
345
523
446
406
443
358
938
2610
1965
2472
1367
440
782
478
834
548
1303
423
2586
690
1325
455
1070
647
2778
840
1230
797
576
994
410
387
1434
2521
2299
2347
1923
2369
2493
1807
1237
2549
1857
2360
1725
1462
1099
1243
604
615
1172
658
762
2209
2470
1503
1131
1117
584
799
844
820
655
704
799
705
1442
1062
930
2718
2610
909
778
832
682
2180
1483
1260
945
1121
740
575
2310
1364
2374
1395
2160
1079
585
1107
1015
934
1024
1200
1158
631
1031
716
1182
1194
632
1458
1269
907
870
2450
2834
1159
605
7717
1215
2687
2569
1008
1185
868
3161
2357
2857
2543
2738
2359
2293
1535
1169
1342
1716
1529
2843
1862
1970
2746
1961
2268
11743
2133
1755
1486
1388
513
1036
1318
1494
845
1141
649
832
1791
1166
1073
2442
1118
2101
1109
1223
1067
1015
769
1024
2322
2428
1780
1983
845
1283
1601
1159
2320
2083
1109
886
612
1009
891
435
1080
925
488
304
902
975
831
520
2025
2543
2102
670
1437
588
801
761
949
1183
436
448
903
1463
545
387
1203
837
2405
1819
1181
1226
839
1533
1617
538
2741
2011
709
1037
993
631
617
2440
1096
2484
5822
1343
1271
1348
626
601
1566
1012
758
578
501
531
1417
1477
506
386
2723
2502
761
1382
697
1287
1159
1027
1886
810
2507
1053
510
777
928
306
1580
2115
2435
1655
1337
1005
549
519
350
780
636
487
929
631
450
1603
1182
990
6395
1588
1165
677
1112
691
2375
1126
1110
1705
489
1157
1065
913
1192
576
612
2455
1099
1175
1360
959
689
902
2703
1364
774
2915
1589
599
844
1239
1217
2373
1902
2210
1042
654
1065
2361
694
461
1153
607
2943
632
468
529
2789
943
2201
1785
1793
929
506
559
1564
780
527
1070
1082
451
513
1100
565
895
629
2408
2493
1088
1392
884
651
536
1010
637
529
692
551
1132
500
1692
1582
1052
2155
2406
1108
742
352
463
303
1841
1339
1073
740
567
949
2058
1259
750
554
2563
1024
1902
1365
491
519
1005
2601
1707
2017
1358
675
764
919
531
469
429
2136
1822
2238
1256
2601
1093
1289
985
2197
840
605
578
459
433
361
760
542
2254
2215
1016
644
944
573
839
875
813
1374
715
486
352
482
2012
1069
818
2554
2254
965
919
319
331
585
532
877
1184
935
932
1024
1150
602
513
359
2798
1233
2100
777
1339
561
965
1090
1192
748
1154
360
593
398
417
986
517
2499
1351
1466
1084
2460
1197
729
1218
2443
606
1241
1502
663
580
619
1085
982
2622
2144
2471
1328
1308
1173
575
464
885
2454
2139
1758
2234
1003
1016
1509
956
2368
2116
821
1059
886
421
446
788
505
372
472
1316
616
562
656
589
723
2635
1084
2075
1040
911
670
1184
836
1186
676
1855
868
1813
590
751
865
462
2336
1433
2538
1250
1105
426
535
479
828
460
959
901
1137
742
668
394
2360
2288
2208
2480
1388
1013
1485
1006
1385
682
1355
506
495
2144
1050
569
1116
692
2388
2561
1913
1235
503
1279
859
646
1243
580
2710
919
2782
1099
556
683
259
2826
2072
915
473
